Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value
BMI,Badger Meter,Technology,Scientific & Technical Instruments,872.2313,935.5363,31.7653,15.3467,2.3444,3.8018
BMRC,Bank of Marin,Financial Services,Banks - Regional - US,333.9776,319.0056,18.2720,None,4.3822,1.5757
BMTC,Bryn Mawr Bank,Financial Services,Banks - Regional - US,513.6875,704.1695,16.1294,None,3.3034,1.3953
BNCL,Beneficial Bancorp,Financial Services,Banks - Regional - US,1147.5394,1067.9314,47.7241,None,8.1587,1.0322
BNCN,BNC Bancorp,Financial Services,Banks - Regional - US,980.7851,1177.3481,17.3131,None,4.7097,1.8771
BNED,Barnes & Noble Education,Consumer Cyclical,Specialty Retail,715.7269,699.6979,None,None,None,1.0653
BNFT,Benefitfocus,Technology,Software - Application,1149.2737,1079.2827,None,-28.9935,6.2958,None
BNK,C1 Financial,Financial Services,Banks - Regional - US,389.6442,456.1082,25.0777,None,5.1677,1.9525
BOBE,Bob Evans Farms,Consumer Cyclical,Restaurants,905.2896,1390.2826,21.0781,8.9356,0.6731,2.8034
BOFI,BofI Holding,Financial Services,Savings & Cooperative Banks,1194.7458,1659.2528,10.4697,None,3.8525,2.0845
BOJA,Bojangles,Consumer Cyclical,Restaurants,633.8161,827.9601,None,None,None,4.0088
BOOT,Boot Barn Holdings,Consumer Cyclical,Apparel Stores,280.6509,536.3479,13.6294,8.9429,0.4913,1.8870
BOX,Box,Technology,Software - Infrastructure,1566.7811,1364.5421,None,-13.5946,5.2840,7.8088
BPFH,Boston Private Financial,Financial Services,Banks - Regional - US,989.6138,1565.1328,15.5249,13.1978,2.8066,1.4345
BPI,Bridgepoint Education,Consumer Defensive,Education & Training Services,365.3451,100.7701,27.5172,2.4062,0.6545,1.1866
BPMC,Blueprint Medicines,Healthcare,Biotechnology,542.2870,370.3780,None,None,None,3.4291
BRC,Brady,Industrials,Security & Protection Services,1306.3752,1445.5822,22.4384,11.0308,1.1459,2.2229
BREW,Craft Brew Alliance,Consumer Defensive,Beverages - Brewers,161.2357,176.1647,70.0833,None,0.7814,1.3765
BRG,Bluerock Residential,Real Estate,REIT - Diversified,226.6448,506.0468,None,None,None,1.0555
BRKL,Brookline Bancorp,Financial Services,Savings & Cooperative Banks,818.9703,1737.4183,16.7914,None,3.9577,1.2344
BRKS,Brooks Automation,Technology,Semiconductor Equipment & Materials,765.0616,614.3186,50.2667,16.6032,1.5254,1.2105
BRS,Bristow Group,Energy,Oil & Gas Equipment & Services,1022.3971,1894.5091,14.6117,7.1545,0.5816,0.6643
BRSS,Global Brass & Copper,Industrials,Metal Fabrication,489.0737,777.7737,11.2574,6.6194,0.3209,9.2278
BSET,Bassett Furniture Indus,Consumer Cyclical,Home Furnishings & Fixtures,324.6275,295.7385,15.1480,None,0.7508,1.8436
BSF,Bear State Financial,Financial Services,Savings & Cooperative Banks,395.5411,404.5311,None,None,None,2.2138
BSFT,BroadSoft,Technology,Software - Application,1119.7261,1037.9731,221.9429,16.3641,4.1351,4.5648
BSRR,Sierra,Financial Services,Banks - Regional - US,236.3443,261.7843,14.1587,None,3.0854,1.2635
BSTC,BioSpecifics Technologies,Healthcare,Biotechnology,342.3817,311.4512,36.1241,None,16.0517,8.1309
BTU,Peabody Energy,Basic Materials,Coal,208.8650,6181.4650,None,12.2770,0.0370,0.1600
BTX,BioTime,Healthcare,Biotechnology,315.9977,335.1287,None,None,None,24.2274
BURL,Burlington Stores,Consumer Defensive,Discount Stores,3338.5410,4662.6000,19.1419,9.4142,0.6468,None
BUSE,First Busey,Financial Services,Banks - Regional - US,627.7963,630.3153,16.6388,11.4270,3.5761,1.6896
BV,Bazaarvoice,Technology,Software - Application,366.4729,320.3269,None,273.7837,1.7898,1.9744
BWINB,Baldwin & Lyons,Financial Services,Insurance - Property & Casualty,356.1408,304.2708,None,None,None,0.9065
BWLD,Buffalo Wild Wings,Consumer Cyclical,Restaurants,2952.5619,3009.5169,30.2533,10.9836,1.6112,4.5109
BXS,BancorpSouth,Financial Services,Banks - Regional - US,2508.5531,2555.1281,18.1738,None,3.4634,1.5251
BYD,Boyd Gaming,Consumer Cyclical,Resorts & Casinos,2239.8543,5445.2343,26.8040,8.8148,1.0192,4.4255
BZH,Beazer Homes USA,Consumer Cyclical,Residential Construction,463.4539,1740.1459,12.2857,19.3350,0.2457,0.7351
CAA,CalAtlantic Group,Consumer Cyclical,Residential Construction,4975.0376,7305.9426,16.1216,13.1322,1.0291,2.7527
CAC,Camden National,Financial Services,Banks - Regional - US,459.5927,956.8537,13.1312,None,4.0493,1.7717
CACB,Cascade,Financial Services,Banks - Regional - US,436.6740,311.8440,21.1790,None,4.1631,1.3169
CACI,CACI International,Technology,Information Technology Services,2394.9758,3359.9898,17.8932,10.6347,0.7051,1.5873
CACQ,Caesars Acquisition,Consumer Cyclical,Resorts & Casinos,947.7348,929.9348,7.6778,1.5706,0.4226,0.8994
CAI,CAI International,Industrials,Rental & Leasing Services,223.2531,1573.8911,4.5001,7.5960,0.8860,0.4702
CAKE,Cheesecake Factory,Consumer Cyclical,Restaurants,2333.0058,2303.3988,20.0804,9.0227,1.1088,4.0256
CAL,Caleres,Consumer Cyclical,Footwear & Accessories,1259.7741,1370.4691,14.5116,7.2349,0.4840,2.2166
CALA,Calithera Biosciences,Healthcare,Biotechnology,130.0344,48.1474,None,None,None,1.6545
CALD,Callidus Software,Technology,Software - Application,1142.0888,1046.3748,None,56.6138,6.6067,9.0033
CALM,Cal-Maine Foods,Consumer Defensive,Packaged Foods,2753.2201,2441.9721,5.0960,2.7466,1.1325,3.4438
CALX,Calix,Technology,Communication Equipment,371.9292,278.0762,None,5.0578,0.9145,1.4497
CAMP,CalAmp,Technology,Communication Equipment,680.6280,612.2000,19.0000,12.3142,2.3837,3.8599
CARA,Cara Therapeutics,Healthcare,Biotechnology,428.0808,316.9648,None,-12.6989,107.9377,3.7596
CARB,Carbonite,Technology,Software - Infrastructure,272.5320,209.9070,None,7.9806,1.9862,60.1483
CASH,Meta Financial Group,Financial Services,Savings & Cooperative Banks,310.3850,844.0440,11.1675,None,2.0670,1.1439
CASS,Cass Information Systems,Industrials,Business Services,591.0004,450.2704,21.0121,None,4.4790,2.9633
CASY,Casey's General Stores,Consumer Defensive,Grocery Stores,4465.7199,5272.6599,23.1862,10.2362,0.5843,4.7716
CATB,Catabasis Pharmaceuticals,Healthcare,Biotechnology,111.2150,38.5060,None,None,None,1.8678
CATM,Cardtronics,Industrials,Business Services,1626.6982,2239.8022,13.9538,7.4714,1.3625,4.6893
CATO,Cato,Consumer Cyclical,Apparel Stores,1075.0476,791.0676,None,None,None,2.6113
CATY,Cathay General Banc,Financial Services,Banks - Regional - US,2780.8364,2427.5224,17.0229,None,6.7333,1.6055
CAVM,Cavium,Technology,Semiconductors,3940.0360,3809.0510,116.1200,32.1439,9.5458,11.5379
CBB,Cincinnati Bell,Communication Services,Telecom Services,803.7898,2156.4898,115.0150,7.3865,0.6909,None
CBF,Capital Bank Financial,Financial Services,Banks - Regional - US,1470.1940,1958.4900,26.3451,None,5.0749,1.4376
CBK,Christopher & Banks,Consumer Cyclical,Apparel Stores,45.8432,11.3452,None,0.2818,0.1158,0.3401
CBM,Cambrex,Healthcare,Biotechnology,1582.2306,1552.0486,25.3434,12.8523,3.7010,5.5238
CBMG,Cellular Biomedicine,Healthcare,Biotechnology,242.1202,222.0138,None,None,None,4.2533
CBPX,Continental Building,Basic Materials,Building Materials,758.7524,1055.9934,21.7491,8.1754,1.7932,2.5447
CBR,CIBER,Technology,Information Technology Services,282.0106,294.4246,26.2963,10.1647,0.3545,0.8708
CBRL,Cracker Barrel Old,Consumer Cyclical,Restaurants,3307.8308,3442.3758,18.9707,9.8340,1.1240,6.1453
CBU,Community Bank System,Financial Services,Banks - Regional - US,1736.0598,2239.4638,18.1810,18.4015,4.6596,1.6613
CBYL,Carbylan Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,93.4449,38.1329,None,None,None,1.7108
CBZ,CBIZ,Industrials,Business Services,543.8046,742.0876,14.8571,None,None,1.2205
CCBG,Capital City Bank Group,Financial Services,Banks - Regional - US,271.9102,386.2772,31.4059,None,2.1160,0.9936
CCC,Calgon Carbon,Industrials,Pollution & Treatment Controls,813.5178,861.0528,18.4266,8.5371,1.5237,2.0067
CCF,Chase,Industrials,Diversified Industrials,404.6656,412.6466,None,None,None,2.6219
CCG,Campus Crest Communities,Real Estate,REIT - Diversified,429.3356,1463.7376,15.4186,19.7269,2.4905,0.9232
CCMP,Cabot Microelectronics,Technology,Semiconductors,1008.8306,818.7036,15.5660,8.2034,2.2519,2.3518
CCNE,CNB Financial,Financial Services,Banks - Regional - US,269.9891,428.9961,12.1688,None,2.9112,1.3510
CCOI,Cogent Communications,Communication Services,Telecom Services,1524.5824,1767.2924,242.5593,13.3977,3.7737,1383.4686
CCRN,Cross Country Healthcare,Industrials,Staffing & Outsourcing Services,569.3988,617.2868,35.4924,16.3108,0.7391,4.0225
CCS,Century Communities,Consumer Cyclical,Residential Construction,410.1039,759.6449,9.7964,11.3295,0.5537,1.0384
CCXI,Chemocentryx,Healthcare,Biotechnology,310.2480,236.8600,None,-4.8339,155.1240,3.8069
CDE,Coeur Mining,Basic Materials,Silver,339.6551,664.8911,None,6.4334,0.5284,0.4755
CDI,CDI,Industrials,Staffing & Outsourcing Services,131.9934,108.5774,6.7677,2.4677,0.1158,0.5455
CDR,Cedar Realty Trust,Real Estate,REIT - Retail,608.9501,1442.8081,13.3832,16.3797,4.0800,1.5135
CDRB,Code Rebel,Technology,Software - Application,58.6249,55.4741,None,None,None,4.8099
CDTX,Cidara Therapeutics,Healthcare,Biotechnology,189.6063,75.1883,None,None,None,1.6835
CEB,CEB,Industrials,Business Services,2461.0744,2876.9714,21.4942,11.8578,2.6411,37.0672
CECE,CECO Environmental,Industrials,Pollution & Treatment Controls,295.5366,465.0566,8.4890,9.4447,0.7677,1.2081
CECO,Career Education,Consumer Defensive,Education & Training Services,255.6665,69.9365,None,-3.4742,0.3811,1.3149
CEMP,Cempra,Healthcare,Biotechnology,1306.2507,1143.9407,None,-15.0519,54.1653,9.5156
CENTA,Central Garden & Pet,Consumer Defensive,Packaged Foods,792.3199,1149.7679,None,None,None,1.5527
CENX,Century Aluminum,Basic Materials,Aluminum,306.8689,438.8869,None,3.5410,0.1565,0.2865
CERS,Cerus,Healthcare,Biotechnology,491.5183,403.9273,None,-6.8643,13.8055,5.1457
CETV,Central European Media,Consumer Cyclical,Broadcasting - TV,305.5552,1128.6432,None,9.5648,0.4644,2.9065
CEVA,CEVA,Technology,Semiconductors,510.2573,445.6733,73.4118,40.5158,8.6514,2.7844
CFFN,Capitol Federal Financial,Financial Services,Savings & Cooperative Banks,1764.8690,4262.7580,20.7317,None,8.0185,1.2462
CFI,Culp,Consumer Cyclical,Textile Manufacturing,332.4073,302.3383,15.0503,9.0820,1.0277,2.7998
CFMS,ConforMIS,Healthcare,Medical Instruments & Supplies,814.2460,675.5910,None,None,None,5.2490
CFNL,Cardinal Financial,Financial Services,Banks - Regional - US,789.4745,1239.7495,17.1699,None,4.6756,1.9482
CGI,Celadon Group,Industrials,Trucking,378.7845,517.3565,8.3951,2.9827,0.3514,1.0293
CHCO,City Holding,Financial Services,Banks - Regional - US,759.6946,804.5176,14.5601,None,4.1912,1.8141
CHDN,Churchill Downs,Consumer Cyclical,Gambling,2562.2608,3102.6668,34.5849,9.4063,2.1340,3.3442
CHE,Chemed,Healthcare,Medical Care,2574.2315,2673.9065,22.5607,11.3584,1.6756,5.2688
CHEF,The Chefs' Warehouse,Consumer Defensive,Food Distribution,503.7336,794.1836,25.8919,12.2427,0.4766,2.7744
CHFC,Chemical Financial,Financial Services,Banks - Regional - US,1391.4184,1678.2934,15.2359,None,3.9473,1.3937
CHFN,Charter Financial,Financial Services,Banks - Regional - US,221.2057,252.8625,24.1786,None,None,1.0794
CHGG,Chegg,Consumer Defensive,Education & Training Services,628.3699,526.0639,None,183.5021,2.0592,2.8555
CHKE,Cherokee,Consumer Cyclical,Apparel Stores,163.7248,175.4178,17.8104,9.7400,4.5585,4.3003
CHMA,Chiasma,Healthcare,Biotechnology,462.2196,299.3736,None,None,None,2.9755
CHMT,Chemtura,Basic Materials,Specialty Chemicals,2066.9163,2267.9163,21.6188,9.1750,1.1838,2.1352
CHRS,Coherus BioSciences,Healthcare,Biotechnology,1073.8274,919.6034,None,None,37.7179,26.4666
CHS,Chico's FAS,Consumer Cyclical,Apparel Stores,1741.1125,1681.2845,15.1662,5.5200,0.6428,2.4516
CHSP,Chesapeake Lodging Trust,Real Estate,REIT - Hotel & Motel,1577.9435,2316.1735,11.8504,13.1774,2.6846,1.2948
CHUY,Chuy's Holdings,Consumer Cyclical,Restaurants,505.3956,494.7976,34.6828,13.8532,1.7672,3.8228
CIA,Citizens,Financial Services,Insurance - Life,445.7280,402.6430,12.0270,None,2.3146,1.7848
CIEN,Ciena,Technology,Communication Equipment,3316.2959,3738.3989,18.6439,9.9162,1.2047,18.6462
CIFC,CIFC,Financial Services,Asset Management,170.6838,989.6798,None,None,None,0.9455
CIR,Circor International,Industrials,Diversified Industrials,746.2805,803.5575,20.2098,10.9298,1.1400,1.8292
CIVI,Civitas Solutions,Healthcare,Long-Term Care Facilities,933.4799,1562.5109,41.3934,9.4212,0.6568,7.7749
CJES,C&J Energy Services,Energy,Oil & Gas Equipment & Services,598.1112,1704.9112,None,43.5895,0.3296,0.6292
CKEC,Carmike Cinemas,Consumer Cyclical,Media - Diversified,541.9427,644.7647,None,5.3522,0.6853,1.9081
CKH,Seacor Holdings,Energy,Oil & Gas Equipment & Services,910.7327,1497.5287,7.8328,4.3407,0.6236,0.6818
CKP,Checkpoint Systems,Industrials,Security & Protection Services,258.0267,231.5017,13.8000,3.7023,0.4297,0.9368
CLC,Clarcor,Industrials,Pollution & Treatment Controls,2548.1683,2839.8823,19.2477,10.7728,1.7167,2.2432
CLCT,Collectors Universe,Industrials,Business Services,140.2452,125.5822,19.9873,None,2.5129,7.9576
CLD,Cloud Peak Energy,Basic Materials,Coal,178.6217,545.8947,None,4.6028,0.1558,0.1711
CLDT,Chatham Lodging,Real Estate,REIT - Hotel & Motel,837.7960,1428.9910,9.3762,11.1210,3.1101,1.1926
CLDX,Celldex Therapeutics,Healthcare,Biotechnology,1597.0739,1292.4639,None,-9.9881,375.4287,5.0124
CLF,Cliffs Natural Resources,Basic Materials,Industrial Metals & Minerals,331.3930,3686.5930,None,12.3449,0.1584,None
CLFD,Clearfield,Technology,Communication Equipment,181.6581,155.6619,33.9487,None,2.7524,3.5425
CLI,Mack-Cali Realty,Real Estate,REIT - Office,2139.8820,4388.0250,12.9514,16.4229,3.7182,1.4308
CLMS,Calamos Asset Management,Financial Services,Asset Management,190.7414,-39.8456,37.9184,None,None,0.9806
CLNE,Clean Energy Fuels,Energy,Oil & Gas Refining & Marketing,431.1251,866.1331,None,-121.9906,1.2042,1.2439
CLNY,Colony Capital,Real Estate,REIT - Diversified,2306.5382,8353.1692,12.1598,None,3.4508,0.8018
CLVS,Clovis Oncology,Healthcare,Biotechnology,1012.0470,406.1600,None,-1.3405,210.8431,2.4427
CLW,Clearwater Paper,Basic Materials,Paper & Paper Products,858.2920,1409.8750,14.5891,6.7890,0.4970,1.8659
CMC,Commercial Metals,Basic Materials,Steel,1690.7370,2513.6450,10.4158,5.4428,0.3086,1.2816
CMCO,Columbus McKinnon,Industrials,Farm & Construction Equipment,384.3426,634.9426,11.3586,6.8494,0.6128,1.3862
CMLS,Cumulus Media,Consumer Cyclical,Broadcasting - Radio,44.4251,2448.4931,None,9.6607,0.0386,2.2615
CMN,Cantel Medical,Healthcare,Medical Instruments & Supplies,2682.3839,2729.1639,46.0500,None,4.1899,6.5966
CMO,Capstead Mortgage,Real Estate,REIT - Residential,921.8327,13870.4677,10.0913,None,7.6628,0.7996
CMPR,Cimpress,Consumer Cyclical,Marketing Services,2697.8231,3253.9631,23.8639,13.0172,1.5999,24.5954
CMRX,Chimerix,Healthcare,Biotechnology,1889.6828,1669.2578,None,-14.6426,150.7525,5.1043
CMT,Core Molding Technologies,Consumer Cyclical,Rubber & Plastics,103.9443,115.8873,None,None,None,1.2060
CMTL,Comtech Telecomms,Technology,Communication Equipment,360.3079,209.3549,15.8369,4.0110,1.1821,0.8976
CNBKA,Century Bancorp,Financial Services,Banks - Regional - US,250.6112,665.4972,None,None,None,1.1870
CNCE,Concert Pharmaceuticals,Healthcare,Biotechnology,506.8209,365.6159,20.9915,16.1064,7.7142,3.9328
CNL,Cleco,Utilities,Utilities - Regulated Electric,2987.8157,4197.0857,20.8879,9.0078,2.4370,1.7872
CNMD,Conmed,Healthcare,Medical Devices,1172.1943,1368.6983,25.2748,11.3868,1.6313,2.0300
CNO,CNO Financial Group,Financial Services,Insurance - Life,3769.4254,6959.7254,16.0873,8.5431,0.9960,0.9037
CNOB,ConnectOne Bancorp,Financial Services,Banks - Regional - US,567.6983,1097.2563,13.3830,None,4.4430,1.2344
CNS,Cohen & Steers,Financial Services,Asset Management,1394.4523,1204.8233,17.9128,9.1274,4.2827,5.6698
CNSL,Consolidated Comms,Communication Services,Telecom Services,1090.9966,2488.5946,30.6383,7.6220,1.4010,4.1139
CNXR,Connecture,Healthcare,Healthcare Plans,84.1705,126.0725,None,12.5355,0.8668,None
COB,CommunityOne Bancorp,Financial Services,Banks - Regional - US,336.2040,460.5400,31.4545,None,None,1.2242
COBZ,CoBiz Financial,Financial Services,Banks - Regional - US,544.6081,691.8371,18.7633,None,3.7482,2.0173
COHR,Coherent,Technology,Scientific & Technical Instruments,1659.6083,1334.0933,20.5600,8.0646,1.9813,2.0838
COHU,Cohu,Technology,Semiconductor Equipment & Materials,340.4491,249.7221,434.3333,8.3241,1.2434,1.4406
COKE,Coca-Cola Bottling Co,Consumer Defensive,Beverages - Soft Drinks,1752.7877,2339.2647,47.8756,None,1.0200,7.4639
COLB,Columbia Banking System,Financial Services,Banks - Regional - US,2003.8291,1840.3981,19.6657,None,4.7882,1.6006
COLL,Collegium Pharmaceutical,Healthcare,Drug Manufacturers - Specialty & Generic,374.8829,269.4229,None,None,None,4.0068
COLM,Columbia Sportswear,Consumer Cyclical,Apparel Manufacturing,3403.0122,3280.5012,20.4177,10.8947,1.4668,2.4197
CONE,CyrusOne,Real Estate,REIT - Diversified,2331.1932,3327.2932,16.5211,16.1731,5.8134,2.9587
CONN,Conn's,Consumer Cyclical,Specialty Retail,939.1889,1744.3499,15.8962,9.5849,0.5777,1.3639
COR,CoreSite Realty,Real Estate,REIT - Office,1587.1533,2316.4543,20.9164,14.6302,5.2550,6.2591
CORE,Core-Mark Holding Co,Consumer Defensive,Food Distribution,1903.7085,1928.0085,34.7457,14.2131,0.1719,3.9818
CORI,Corium International,Healthcare,Biotechnology,123.1187,100.7647,None,18.6947,2.5789,3.4856
CORR,CorEnergy Infr Trust,Real Estate,REIT - Diversified,298.7458,584.2824,6.9583,11.9485,4.0801,0.8127
CORT,Corcept Therapeutics,Healthcare,Biotechnology,536.2652,529.4552,None,-12.9705,10.4637,39.7911
COWN,Cowen Group,Financial Services,Capital Markets,508.7240,-447.9960,18.2692,None,None,0.6669
CPE,Callon Petroleum,Energy,Oil & Gas E&P,609.8413,1006.9353,81.6327,8.4204,3.9957,1.6614
CPF,Central Pacific Financial,Financial Services,Banks - Regional - US,730.3163,894.0973,16.5319,None,3.9519,1.4512
CPHD,Cepheid,Healthcare,Diagnostics & Research,2614.4688,2573.6908,None,139.6216,4.8520,7.1274
CPK,Chesapeake Utilities,Utilities,Utilities - Regulated Gas,818.7258,1107.0858,19.0586,9.9737,1.7112,2.3173
CPLA,Capella Education,Consumer Defensive,Education & Training Services,556.4672,429.7232,14.3569,4.7158,1.2931,2.8220
CPRX,Catalyst Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,201.2623,142.0168,None,None,10.9382,3.3184
CPS,Cooper-Standard Holdings,Consumer Cyclical,Auto Parts,1272.5798,1853.2428,10.1671,5.2233,0.3842,2.1523
CPSI,Computer Programs,Technology,Health Information Services,451.8819,413.4160,22.3739,11.4136,2.4512,5.8069
CRAI,CRA International,Industrials,Business Services,202.1455,181.8055,16.3333,3.5718,0.6623,0.9382
CRAY,Cray,Technology,Computer Systems,1389.9249,1185.4899,36.4255,16.1072,1.9342,2.9679
CRCM,Care.com,Technology,Internet Content & Information,209.7797,150.0437,None,-14.7584,1.4131,2.4601
CRD.B,Crawford & Co,Financial Services,Insurance Brokers,303.9732,516.3632,14.7200,5.1781,0.2549,1.8423
CRIS,Curis,Healthcare,Biotechnology,323.5546,255.6128,None,-4.2960,36.5310,4.2577
CRMD,Cormedix,Healthcare,Biotechnology,80.6584,42.8073,None,-2.8863,290.1382,2.2164
CRMT,America's Car-Mart,Consumer Cyclical,Auto & Truck Dealerships,275.8124,382.5664,11.6113,9.3608,0.4628,1.1863
CROX,Crocs,Consumer Cyclical,Footwear & Accessories,757.2166,596.4836,None,10.8157,0.6959,2.2733
CRR,Carbo Ceramics,Energy,Oil & Gas Equipment & Services,376.7675,374.0735,None,-11.4396,1.4096,0.5367
CRS,Carpenter Technology,Industrials,Metal Fabrication,1625.4238,2205.8238,21.1033,7.4748,0.8044,1.2726
CRUS,Cirrus Logic,Technology,Semiconductors,1831.8740,1849.5200,12.0587,6.2064,1.4307,2.2099
CRVL,CorVel,Financial Services,Insurance Brokers,769.8712,744.9842,27.0588,None,1.6520,6.0335
CRWN,Crown Media Holdings,Communication Services,Pay TV,2104.1040,2380.7950,None,None,None,3.9038
CRY,Cryolife,Healthcare,Medical Devices,293.9391,255.4421,114.7778,None,2.0023,1.9352
CRZO,Carrizo Oil & Gas,Energy,Oil & Gas E&P,2186.6567,3596.8737,40.4685,7.8874,3.6349,3.7807
CSBK,Clifton Bancorp,Financial Services,Savings & Cooperative Banks,377.1630,483.2940,None,None,None,1.1150
CSCD,Cascade Microtech,Technology,Semiconductor Equipment & Materials,256.8656,215.7466,20.6817,8.5124,1.8077,2.2917
